DateTime;<TICKER>;<PER>;Open;High;Low;Close;Volume
2023-05-05 14:00:00;SBER;60;239.69;240.47;239.39;240.43;6960670
2023-05-05 15:00:00;SBER;60;240.43;240.66;238.8;239.22;6823580
2023-05-05 16:00:00;SBER;60;239.22;239.49;238.35;239.31;3869590
2023-05-05 17:00:00;SBER;60;239.32;239.84;238.9;239.58;4005780
2023-05-05 18:00:00;SBER;60;239.59;239.9;239.05;239.89;2993310
2023-05-05 19:00:00;SBER;60;239.84;239.99;239.2;239.2;1297160
2023-05-05 20:00:00;SBER;60;239.2;239.38;238.74;239.28;1785650
2023-05-05 21:00:00;SBER;60;239.28;239.49;238.0;238.01;2584070
2023-05-05 22:00:00;SBER;60;238.01;238.46;237.66;238.38;3155530
2023-05-05 23:00:00;SBER;60;238.38;238.42;237.61;237.7;2804210
2023-05-08 10:00:00;SBER;60;238.65;239.86;238.19;238.9;8447210
2023-05-08 11:00:00;SBER;60;238.92;239.45;238.8;238.85;2475430
2023-05-08 12:00:00;SBER;60;238.87;239.24;238.51;238.6;1963270
2023-05-08 13:00:00;SBER;60;238.6;238.64;237.36;237.73;5109320
2023-05-08 14:00:00;SBER;60;237.73;238.0;237.61;237.95;1685320
2023-05-08 15:00:00;SBER;60;237.95;238.56;237.95;238.4;2154500
2023-05-08 16:00:00;SBER;60;238.4;239.0;238.27;238.65;3600590
2023-05-08 17:00:00;SBER;60;238.65;238.91;238.13;238.16;3142430
2023-05-08 18:00:00;SBER;60;238.21;238.93;237.74;238.9;4344260
2023-05-08 19:00:00;SBER;60;238.3;238.9;238.0;238.21;2228710
2023-05-08 20:00:00;SBER;60;238.22;238.54;238.1;238.54;1338210
2023-05-08 21:00:00;SBER;60;238.52;238.71;238.22;238.22;2196500
2023-05-08 22:00:00;SBER;60;238.27;238.55;238.27;238.53;2882650
2023-05-08 23:00:00;SBER;60;238.54;239.29;237.77;238.27;6107710
2023-05-10 10:00:00;SBER;60;216.51;223.49;215.7;221.92;68959010
2023-05-10 11:00:00;SBER;60;221.95;223.2;221.39;221.78;15114730
2023-05-10 12:00:00;SBER;60;221.78;222.39;221.0;221.37;9091440
2023-05-10 13:00:00;SBER;60;221.37;221.59;220.17;220.91;8541300
2023-05-10 14:00:00;SBER;60;220.84;221.14;220.31;220.6;5419950
2023-05-10 15:00:00;SBER;60;220.56;222.04;220.54;222.02;5611000
2023-05-10 16:00:00;SBER;60;222.01;223.19;221.9;222.39;8915230
2023-05-10 17:00:00;SBER;60;222.4;222.8;221.7;222.45;3868810
2023-05-10 18:00:00;SBER;60;222.42;222.7;221.91;222.7;2564750
2023-05-10 19:00:00;SBER;60;222.7;224.61;222.15;224.15;5802210
